"question","answer","title","context"
"ソフトバンクグループ傘下で、デジタルコンテンツ事業、出版事業、企画制作事業を行う日本の企業は？","SBクリエイティブ株式会社","SBクリエイティブ","SBクリエイティブ [SEP] SBクリエイティブ株式会社（SB Creative Corp.）は、ソフトバンクグループ傘下で、デジタルコンテンツ事業、出版事業、企画制作事業を行う日本の企業。IT関連書籍やライトノベルなどの出版、ハーレクインコミックの電子書籍配信、デジタルサイネージ、ビジネス関連サイトを手掛ける。"
"東京国立博物館の館長は？","銭谷真美","東京国立博物館","東京国立博物館 [SEP] 東京国立博物館（とうきょうこくりつはくぶつかん）は、日本と東洋の文化財（美術品、考古遺物など）の収集保管、展示公開、調査研究、普及などを目的として独立行政法人国立文化財機構が運営する博物館である。館長は銭谷真美。"
"和解には大きく分けて何と何があるか","私法上の和解と裁判上の和解","和解","和解 [SEP] 和解（わかい）とは、当事者間に存在する法律関係の争いについて、当事者が互いに譲歩し、争いを止める合意をすることをいう。大きく分けて、私法上の和解と裁判上の和解がある。さらに、民事調停法や家事事件手続法（旧家事審判法）に基づく調停も広い意味で和解の一種とされる。"
"三次元空間内の直線 l と l 上の点 p を置く。点 p を通り、直線 l に平行でも垂直でもない直線を、 l を軸として回転させて得られる曲面とは？","円錐面","円錐","円錐 [SEP] 三次元空間内の直線 l と l 上の点 p を置く。点 p を通り、直線 l に平行でも垂直でもない直線を、 l を軸として回転させて得られる曲面（回転面）を円錐面という。"
"種の学名を［属名+ 種小名］（細菌では［属名 + 種形容語］）の構成で表わす方法を何という？","二名法","学名","学名 [SEP] 種の学名は種名（しゅめい、species name）と呼ばれ、［属名+ 種小名］（細菌では［属名 + 種形容語］）の構成で表す。この表し方を二名法（にめいほう、、二語名法）という。二名法は「分類学の父」と呼ばれるカール・フォン・リンネによって体系化された。二名法による名称を二連名（にれんめい、binomen, binominal name、二語名）という。"
"アラビア文字は世界で何番目に使用者数が多い文字？","三番目","アラビア文字","アラビア文字 [SEP] アラビア文字（アラビアもじ）は、アラビア語をはじめ、世界中のイスラム文化圏に属する諸言語を記述するのに使われる文字。ラテン文字、漢字に次いで、世界で三番目に使用者数が多い文字体系である。"
"ユトランド半島の北側はどこの領土？","デンマーク","ユトランド半島","ユトランド半島 [SEP] ユトランド半島（ユトランドはんとう、 （ ユラン）、 （ ユートラント）、 （ ジャトランド）、 （ ジュトランド） ）は、ヨーロッパ大陸北部にある、北海とバルト海を分かつ半島である。北側がデンマーク領、根元のある南側がドイツ領である。「ジュート人が住む地」という文字通りの意味である。"
"中華人民共和国（中国大陸）、中華民国（台湾）、シンガポールで大多数を占める民族は何か。","漢民族（かんみんぞく）","漢民族","漢民族 [SEP] 漢民族（かんみんぞく）は、中華人民共和国（中国大陸）、中華民国（台湾）、シンガポールで大多数を占める民族。人類の20%を占める世界最大の民族集団である。"
"日本放送協会（にっぽんほうそうきょうかい、、略称・通称: NHK）は、放送法に基づき設立された、日本の公共放送を担う何法人","特殊","日本放送協会","日本放送協会 [SEP] 日本放送協会（にっぽんほうそうきょうかい、、略称・通称: NHK）は、放送法に基づき設立された、日本の公共放送を担う特殊法人。総務省が所管する外郭団体である。"
"スキージャンプは何を競う競技？","飛距離と姿勢の美しさ","スキージャンプ","スキージャンプ [SEP] ジャンプ台と呼ばれる専用の急傾斜面を滑り降りて (助走)、そのまま角度の付いた踏み切り台から空中に飛び出し、専用のスキー板と体を使ってバランスをとり、滑空する。その飛距離と姿勢の美しさ、「美しく、遠くへ跳ぶ」ことを競う競技。"
